grid_id,grid_latitude,grid_longitude,target_month,score,probability,risk_tier,rank
1035_343,51.43252581336142,-0.3075103475308123,2026-01-01,0.0919462200911673,0.010857428039480086,Low,10848
1213_249,50.98501632976523,0.9442920514608918,2026-01-01,0.09193631976291522,0.010856180816727838,Low,10849
1056_326,51.35385943501481,-0.1596122716732686,2026-01-01,0.09192981119578912,0.01085536089242701,Low,10850
1183_343,51.41233991670272,0.7559403371942165,2026-01-01,0.09188142416561225,0.010849265564682792,Low,10851
1173_374,51.55322201056638,0.6923176058062521,2026-01-01,0.09188107234096295,0.010849221247070067,Low,10852
873_553,52.38755081751075,-1.4614435141499826,2026-01-01,0.09187518993030165,0.01084848027279178,Low,10853
858_535,52.307092061632645,-1.5724208994776083,2026-01-01,0.09183582890927768,0.010843522376477118,Low,10854
861_554,52.392414289901,-1.5495547938213825,2026-01-01,0.09183582890927768,0.010843522376477118,Low,10855
864_559,52.41480272072554,-1.5272731064312834,2026-01-01,0.09183582890927768,0.010843522376477118,Low,10856
950_528,52.271265235205455,-0.898626738558224,2026-01-01,0.09183582890927768,0.010843522376477118,Low,10857
957_526,52.26178739162223,-0.8475780409766495,2026-01-01,0.09183582890927768,0.010843522376477118,Low,10858
965_543,52.33760090995494,-0.7868983710611472,2026-01-01,0.09183582890927768,0.010843522376477118,Low,10859
688_824,53.60383091639721,-2.8439797678559704,2026-01-01,0.09183493224908851,0.010843409437433353,Low,10860
1031_389,51.63965223725536,-0.3287136302956762,2026-01-01,0.09182641210404387,0.010842336289164565,Low,10861
1023_360,51.510137426879446,-0.3910999767511802,2026-01-01,0.09182630504569861,0.010842322804812532,Low,10862
1024_355,51.48756870318216,-0.3846927140927244,2026-01-01,0.09182630504569861,0.010842322804812532,Low,10863
1030_359,51.504941281250645,-0.3408513995550042,2026-01-01,0.09182630504569861,0.010842322804812532,Low,10864
1170_374,51.55371613575408,0.6707067592909123,2026-01-01,0.09181616803555398,0.010841046026038683,Low,10865
1032_345,51.44182297365772,-0.3287505133199849,2026-01-01,0.09178555632117985,0.010837190546705417,Low,10866
617_576,52.48451170170937,-3.3451720412430497,2026-01-01,0.09178236508077829,0.010836788628417453,Low,10867
663_772,53.36868807359021,-3.027189617611309,2026-01-01,0.09177369225666637,0.010835696347353421,Low,10868
697_625,52.70997363393677,-2.760014816068459,2026-01-01,0.09176188244988014,0.010834209011332136,Low,10869
726_347,51.46152250496863,-2.53037317377956,2026-01-01,0.09173462153966666,0.010830775865657448,Low,10870
729_350,51.47510495535882,-2.508933086159774,2026-01-01,0.09173462153966666,0.010830775865657448,Low,10871
1227_274,51.09470513037872,1.0512457335302416,2026-01-01,0.09171083417399652,0.010827780296276356,Low,10872
1234_487,52.049536900807055,1.166962343931328,2026-01-01,0.09167709661559102,0.010823531895800884,Low,10873
663_294,51.220349014923634,-2.978643194139199,2026-01-01,0.09166073949769961,0.010821472214186115,Low,10874
664_318,51.32829485122379,-2.9737635864296075,2026-01-01,0.09166073949769961,0.010821472214186115,Low,10875
996_743,53.23370635106721,-0.5294892837558337,2026-01-01,0.09165506006939636,0.010820757076283676,Low,10876
684_785,53.42836081076895,-2.8705993372090166,2026-01-01,0.09165272006174763,0.010820462431001232,Low,10877
867_554,52.39223819723031,-1.5054715746797638,2026-01-01,0.09164983913798228,0.010820099677131332,Low,10878
869_559,52.41465014625258,-1.4905185810185386,2026-01-01,0.09164983913798228,0.010820099677131332,Low,10879
976_535,52.30079319716872,-0.7072442834521693,2026-01-01,0.09164983913798228,0.010820099677131332,Low,10880
991_539,52.317513700801705,-0.5967236277677727,2026-01-01,0.09164983913798228,0.010820099677131332,Low,10881
702_772,53.37085067916546,-2.734156712013831,2026-01-01,0.09164610988421922,0.010819630107734478,Low,10882
1155_372,51.54714472227456,0.5621384956477106,2026-01-01,0.09161601048706697,0.010815840247791853,Low,10883
666_320,51.33740376804332,-2.9596010494869263,2026-01-01,0.09159597513567089,0.010813317674318578,Low,10884
1270_330,51.33763486348525,1.3761032103925408,2026-01-01,0.09157178824997493,0.01081027251167508,Low,10885
664_772,53.36875250926608,-3.0196764517534267,2026-01-01,0.09154856532003212,0.010807348830182565,Low,10886
1054_271,51.10693235488839,-0.1837225092393645,2026-01-01,0.09154308918533713,0.010806659421770073,Low,10887
653_775,53.38149810666794,-3.1026678823356058,2026-01-01,0.09154302578111577,0.010806651439643948,Low,10888
604_1155,55.08452919755985,-3.532870209782588,2026-01-01,0.09151573130019018,0.010803215344680378,Low,10889
405_104,50.33706841387092,-4.77320719451851,2026-01-01,0.09151043617130737,0.010802548760766037,Low,10890
810_533,52.29885073071752,-1.9244359383005671,2026-01-01,0.09148809518796977,0.010799736404197392,Low,10891
812_558,52.41121719714867,-1.9095435401422416,2026-01-01,0.09148809518796977,0.010799736404197392,Low,10892
1141_420,51.76489367794937,0.4729979823819146,2026-01-01,0.09148283392408456,0.01079907411449987,Low,10893
927_902,53.95342659449644,-1.0300394711516352,2026-01-01,0.091474071165458,0.01079797106858739,Low,10894
636_356,51.49725619500419,-3.179042971973687,2026-01-01,0.09145649093638979,0.010795758139222117,Low,10895
660_271,51.11677542870866,-2.997883489326054,2026-01-01,0.09143586174651078,0.010793161503065064,Low,10896
664_216,50.869764263052446,-2.964175575057636,2026-01-01,0.09143586174651078,0.010793161503065064,Low,10897
